Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Postal Code,Product ID,Category,Sub-Category,Product Name,Sales
4166,US-2018-106131,14/01/2018,16/01/2018,First Class,TP-21565,Tracy Poddar,80013,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,168.624
4910,CA-2018-127306,14/01/2018,18/01/2018,Standard Class,BH-11710,Brosina Hoffman,37604,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336
4911,CA-2018-127306,14/01/2018,18/01/2018,Standard Class,BH-11710,Brosina Hoffman,37604,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288
4912,CA-2018-127306,14/01/2018,18/01/2018,Standard Class,BH-11710,Brosina Hoffman,37604,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984
4913,CA-2018-127306,14/01/2018,18/01/2018,Standard Class,BH-11710,Brosina Hoffman,37604,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97
4914,CA-2018-127306,14/01/2018,18/01/2018,Standard Class,BH-11710,Brosina Hoffman,37604,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508
6980,CA-2018-149076,14/01/2018,19/01/2018,Standard Class,SO-20335,Sean O'Donnell,90036,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,154.9
2767,CA-2018-167752,15/01/2018,18/01/2018,First Class,RW-19690,Robert Waldorf,19134,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384
2768,CA-2018-167752,15/01/2018,18/01/2018,First Class,RW-19690,Robert Waldorf,19134,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16
6384,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,78745,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784
6385,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,78745,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984
6386,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,78745,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592
6387,US-2018-104661,15/01/2018,18/01/2018,First Class,TB-21250,Tim Brockman,78745,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276
3954,CA-2018-152961,15/01/2018,19/01/2018,Standard Class,SC-20095,Sanjit Chand,2169,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7
5068,CA-2018-160934,15/01/2018,19/01/2018,Standard Class,TT-21460,Tonja Turnell,90008,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4
5272,CA-2018-125913,16/01/2018,16/01/2018,Same Day,JO-15145,Jack O'Briant,90008,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92
5273,CA-2018-125913,16/01/2018,16/01/2018,Same Day,JO-15145,Jack O'Briant,90008,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672
6521,CA-2018-138289,16/01/2018,18/01/2018,Second Class,AR-10540,Andy Reiter,49201,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96
6522,CA-2018-138289,16/01/2018,18/01/2018,Second Class,AR-10540,Andy Reiter,49201,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67
6523,CA-2018-138289,16/01/2018,18/01/2018,Second Class,AR-10540,Andy Reiter,49201,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07
1885,CA-2018-154718,19/01/2018,23/01/2018,Second Class,DL-12865,Dan Lawera,76248,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6
9387,US-2018-127292,19/01/2018,23/01/2018,Standard Class,RM-19375,Raymond Messe,,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,79.92
9388,US-2018-127292,19/01/2018,23/01/2018,Standard Class,RM-19375,Raymond Messe,,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,12.28
9389,US-2018-127292,19/01/2018,23/01/2018,Standard Class,RM-19375,Raymond Messe,,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,542.94
9390,US-2018-127292,19/01/2018,23/01/2018,Standard Class,RM-19375,Raymond Messe,,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2.04
9116,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,19140,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,429.6
9117,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,19140,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,31.968
9118,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,19140,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271
9119,CA-2018-153045,19/01/2018,24/01/2018,Second Class,NS-18505,Neola Schneider,19140,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,21.696
7408,CA-2018-152079,20/01/2018,21/01/2018,First Class,ML-17410,Maris LaWare,60653,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,11.52
440,CA-2018-157252,20/01/2018,23/01/2018,Second Class,CV-12805,Cynthia Voltz,10024,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.846
2408,CA-2018-144589,20/01/2018,25/01/2018,Standard Class,TM-21010,Tamara Manning,94122,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,24.2
2409,CA-2018-144589,20/01/2018,25/01/2018,Standard Class,TM-21010,Tamara Manning,94122,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,359.976
1659,CA-2018-161809,20/01/2018,26/01/2018,Standard Class,TH-21100,Thea Hendricks,90045,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776
5425,US-2018-120649,20/01/2018,26/01/2018,Standard Class,JF-15490,Jeremy Farry,6708,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52
733,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94
734,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97
735,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696
736,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936
737,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98
738,CA-2018-131954,21/01/2018,25/01/2018,Standard Class,DS-13030,Darrin Sayre,98115,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72
9745,CA-2018-141782,21/01/2018,25/01/2018,Standard Class,BE-11410,Bobby Elias,60505,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,268.576
1096,CA-2018-160423,21/01/2018,26/01/2018,Standard Class,PS-19045,Penelope Sewall,28205,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208
1097,CA-2018-160423,21/01/2018,26/01/2018,Standard Class,PS-19045,Penelope Sewall,28205,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784
2680,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,49201,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,14.4
2681,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,49201,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
2682,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,49201,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",89.52
2683,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,49201,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,350.973
2684,CA-2018-127026,21/01/2018,27/01/2018,Standard Class,MH-18115,Mick Hernandez,49201,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",164.99
7984,CA-2018-152499,22/01/2018,25/01/2018,Second Class,EH-13765,Edward Hooks,60623,OFF-FA-10002975,Office Supplies,Fasteners,Staples,15.12
7985,CA-2018-152499,22/01/2018,25/01/2018,Second Class,EH-13765,Edward Hooks,60623,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872
516,CA-2018-127432,22/01/2018,27/01/2018,Standard Class,AD-10180,Alan Dominguez,59405,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95
517,CA-2018-127432,22/01/2018,27/01/2018,Standard Class,AD-10180,Alan Dominguez,59405,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45
518,CA-2018-127432,22/01/2018,27/01/2018,Standard Class,AD-10180,Alan Dominguez,59405,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96
519,CA-2018-127432,22/01/2018,27/01/2018,Standard Class,AD-10180,Alan Dominguez,59405,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02
523,CA-2018-145142,23/01/2018,25/01/2018,First Class,MC-17605,Matt Connell,48234,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98
9654,CA-2018-161893,23/01/2018,27/01/2018,Standard Class,HP-14815,Harold Pawlan,85705,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,95.984
9655,CA-2018-161893,23/01/2018,27/01/2018,Standard Class,HP-14815,Harold Pawlan,85705,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,4.938
6357,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,CS-12250,Chris Selesnick,98103,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68
6358,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,CS-12250,Chris Selesnick,98103,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,25.92
6359,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,CS-12250,Chris Selesnick,98103,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,6.48
6360,CA-2018-139080,23/01/2018,28/01/2018,Standard Class,CS-12250,Chris Selesnick,98103,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352
9596,CA-2018-104619,24/01/2018,29/01/2018,Standard Class,KD-16495,Keith Dawkins,95123,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",25.86
9597,CA-2018-104619,24/01/2018,29/01/2018,Standard Class,KD-16495,Keith Dawkins,95123,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784
9598,CA-2018-104619,24/01/2018,29/01/2018,Standard Class,KD-16495,Keith Dawkins,95123,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,110.352
2376,CA-2018-119669,24/01/2018,30/01/2018,Standard Class,TP-21130,Theone Pippenger,30080,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,5.67
5492,CA-2018-164098,26/01/2018,27/01/2018,First Class,CG-12520,Claire Gute,77070,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16
7820,CA-2018-150469,26/01/2018,30/01/2018,Standard Class,CJ-12010,Caroline Jumper,94109,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,11.84
2834,CA-2018-134649,26/01/2018,31/01/2018,Second Class,CA-11965,Carol Adams,35244,OFF-AR-10001547,Office Supplies,Art,Newell 311,15.47
2835,CA-2018-134649,26/01/2018,31/01/2018,Second Class,CA-11965,Carol Adams,35244,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16
8312,US-2018-105935,26/01/2018,31/01/2018,Standard Class,BD-11500,Bradley Drucker,31907,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,62.72
8313,US-2018-105935,26/01/2018,31/01/2018,Standard Class,BD-11500,Bradley Drucker,31907,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,2939.93
2169,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,44240,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016
2170,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,44240,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976
2171,CA-2018-117870,27/01/2018,30/01/2018,Second Class,JH-15820,John Huston,44240,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982
7222,US-2018-104437,27/01/2018,31/01/2018,Standard Class,TG-21310,Toby Gnade,10035,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94
1415,CA-2018-115994,28/01/2018,31/01/2018,Second Class,BT-11305,Beth Thompson,92627,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97
1416,CA-2018-115994,28/01/2018,31/01/2018,Second Class,BT-11305,Beth Thompson,92627,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74
4784,US-2018-147984,28/01/2018,1/02/2018,Standard Class,GB-14575,Giulietta Baptist,67212,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,279.9
6778,US-2018-166037,28/01/2018,1/02/2018,Standard Class,CL-12700,Craig Leslie,10009,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,449.91
8590,CA-2018-145338,29/01/2018,1/02/2018,First Class,BD-11770,Bryan Davis,19120,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.768
3886,US-2018-127341,29/01/2018,2/02/2018,Standard Class,CK-12595,Clytie Kelty,60653,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",12.128
5030,CA-2018-139304,29/01/2018,2/02/2018,Standard Class,VG-21790,Vivek Gonzalez,94109,OFF-AR-10001216,Office Supplies,Art,Newell 339,8.34
5031,CA-2018-139304,29/01/2018,2/02/2018,Standard Class,VG-21790,Vivek Gonzalez,94109,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57
5032,CA-2018-139304,29/01/2018,2/02/2018,Standard Class,VG-21790,Vivek Gonzalez,94109,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616
7028,CA-2018-131653,29/01/2018,5/02/2018,Standard Class,RD-19585,Rob Dowd,10011,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22
2922,CA-2018-164329,30/01/2018,30/01/2018,Same Day,MM-17920,Michael Moore,94109,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3
8366,CA-2018-157273,30/01/2018,2/02/2018,First Class,SZ-20035,Sam Zeldin,98105,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,604.768
5485,CA-2018-148999,30/01/2018,4/02/2018,Standard Class,EB-13870,Emily Burns,33142,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136
771,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28
772,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207
773,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,32.35
774,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71
775,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3
776,CA-2018-104220,30/01/2018,5/02/2018,Standard Class,BV-11245,Benjamin Venier,50315,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58
4144,CA-2018-112725,30/01/2018,6/02/2018,Standard Class,EH-14125,Eugene Hildebrand,94110,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74
4145,CA-2018-112725,30/01/2018,6/02/2018,Standard Class,EH-14125,Eugene Hildebrand,94110,OFF-AR-10001227,Office Supplies,Art,Newell 338,8.82
4146,CA-2018-112725,30/01/2018,6/02/2018,Standard Class,EH-14125,Eugene Hildebrand,94110,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784
8268,CA-2018-121790,30/01/2018,6/02/2018,Standard Class,LP-17095,Liz Preis,60505,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,69.375
8269,CA-2018-121790,30/01/2018,6/02/2018,Standard Class,LP-17095,Liz Preis,60505,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68
8270,CA-2018-121790,30/01/2018,6/02/2018,Standard Class,LP-17095,Liz Preis,60505,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,2003.168
8271,CA-2018-121790,30/01/2018,6/02/2018,Standard Class,LP-17095,Liz Preis,60505,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",9.344
131,US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,Dorothy Wardle,43229,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97
132,US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,Dorothy Wardle,43229,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304
133,US-2018-164147,2/02/2018,5/02/2018,First Class,DW-13585,Dorothy Wardle,43229,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456
5145,CA-2018-161333,2/02/2018,7/02/2018,Standard Class,JL-15835,John Lee,90045,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26
